Demande Devis,Interest Level,Meeting Notes,Decision Level,Connait Marque,converted
True,Chaud,"A visité notre showroom, commande test envisagée dès la semaine prochaine",Responsable achats,False,1
True,Chaud,"Chantier de 200 logements en cours, cherche un fournisseur fiable rapidement",Promoteur immobilier,True,0
True,Chaud,"Enthousiaste, a posé des questions très précises sur les délais de livraison",Responsable achats,False,0
True,Chaud,"Demande urgente de un lot complet, budget disponible, délai serré mais faisable",Conducteur de travaux,False,1
False,Tiède,"Budget signé, commande probable d'ici 2 semaines, très motivé",Responsable achats,True,1
False,Froid,"Avis défavorable du bureau d'études, difficile de convaincre",Promoteur immobilier,True,0
False,Froid,"Sensible au rapport qualité/prix, attend un geste commercial pour avancer",Chef d'agence négoce,False,0
False,Tiède,"Urgence réelle, son fournisseur habituel en rupture, cherche une solution immédiate",Conducteur de travaux,False,1
False,Froid,"Pas de budget prévu cette année, à relancer en Q3",Promoteur immobilier,False,0
False,Froid,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Conducteur de travaux,False,1
True,Chaud,"Projet signé avec le maître d'ouvrage, prescrit nos produits dans les plans",Conducteur de travaux,True,0
False,Froid,"Pas de projet concret à court terme, juste une veille marché",Conducteur de travaux,False,0
True,Chaud,"Projet confirmé, attend notre proposition commerciale, délai fin du trimestre",Chef d'agence négoce,True,1
False,Tiède,"N'a pas pris de notes, pas de questions, clairement pas intéressé",Responsable achats,False,1
False,Froid,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Promoteur immobilier,True,0
False,Chaud,"Réunion très engagée, a pris des notes, veut une offre ferme cette semaine",Promoteur immobilier,True,0
False,Tiède,"Chantier prévu avril, budget ok, compare encore avec Saint-Gobain",Promoteur immobilier,False,0
False,Tiède,"Budget signé, commande probable d'ici 2 semaines, très motivé",Chef d'agence négoce,False,1
True,Chaud,"A visité notre showroom, commande test envisagée dès la semaine prochaine",Promoteur immobilier,True,1
False,Tiède,"Sensible au service, moins au prix, à convaincre sur notre SAV",Promoteur immobilier,True,1
False,Chaud,"Réunion informative, pas d'engagement, veut comparer les options",Conducteur de travaux,True,0
True,Chaud,"Chantier prévu en juin, budget ok, compare encore avec un concurrent",Architecte,False,0
True,Chaud,"Connaît la marque de réputation, veut voir des références de chantiers similaires",Responsable achats,True,1
False,Froid,"Intéressé mais prix au-dessus de son budget initial, cherche à négocier",Conducteur de travaux,False,1
False,Tiède,"Sensible au rapport qualité/prix, attend un geste commercial pour avancer",Promoteur immobilier,False,1
False,Froid,"Pas de projet signé, en phase de prospection pour lui-même",Architecte,True,0
False,Tiède,"Veut voir une réf chantier avant de s'engager, à organiser une visite",Conducteur de travaux,False,0
False,Tiède,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Promoteur immobilier,False,1
False,Froid,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Chef d'agence négoce,True,0
False,Tiède,"Bon contact mais la marge est serrée, veut une remise supplémentaire",Responsable achats,False,0
False,Tiède,"A comparé avec un concurrent, leur offre est plus compétitive",Responsable achats,True,0
False,Tiède,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Promoteur immobilier,False,0
False,Froid,"A posé des questions techniques, compare plusieurs fournisseurs, pas pressé",Architecte,True,1
False,Froid,Demande de documentation mais pas de projet concret à court terme,Promoteur immobilier,False,0
True,Chaud,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Architecte,True,0
False,Tiède,"Projet reporté à une date indéterminée, pas de budget alloué actuellement",Architecte,False,0
True,Chaud,"Chantier prévu pour avril, budget validé, cherche le meilleur rapport qualité-prix",Conducteur de travaux,False,1
True,Chaud,"Réunion de 90 min, très impliqué, a demandé une visite chantier",Conducteur de travaux,True,1
False,Tiède,"Réticent au changement, processus interne trop lourd selon lui",Conducteur de travaux,True,0
False,Tiède,"Budget approuvé, souhaite un rendez-vous pour finaliser la commande",Architecte,True,1
False,Tiède,"Pas sensible à nos arguments, resté sur ses positions tout au long de l'entretien",Responsable achats,False,0
False,Froid,"Intéressé mais trouve nos prix trop élevés, compare avec Knauf",Promoteur immobilier,True,1
False,Chaud,"A visité notre showroom, commande test envisagée dès la semaine prochaine",Conducteur de travaux,False,0
False,Tiède,"Travaille déjà avec Saint-Gobain, fidèle mais ouvert à tester sur un petit chantier",Architecte,False,0
True,Chaud,"Projet confirmé pour Q1, budget validé en interne, très intéressé par nos produits",Conducteur de travaux,True,1
False,Froid,"Pas sensible à nos arguments, resté sur ses positions tout au long de l'entretien",Promoteur immobilier,True,0
True,Tiède,"Connaît la marque de réputation, veut voir des références de chantiers similaires",Conducteur de travaux,True,0
False,Chaud,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Architecte,False,0
False,Froid,"A demandé un rendez-vous de suivi dans 1 mois, pas de décision avant",Responsable achats,False,0
True,Chaud,"Budget annuel disponible, cherche à référencer un nouveau fournisseur rapidement",Promoteur immobilier,False,1
False,Tiède,"Test avec un concurrent en cours, reviendra vers nous si insatisfait",Architecte,True,0
False,Chaud,"Urgence réelle, son fournisseur habituel en rupture, cherche une solution immédiate",Architecte,False,1
False,Froid,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Conducteur de travaux,False,0
False,Froid,"Réticent au changement, processus interne trop lourd selon lui",Responsable achats,False,0
True,Chaud,"Réunion très engagée, a pris des notes, veut une offre ferme cette semaine",Promoteur immobilier,False,1
False,Chaud,"Réunion productive, a partagé les specs du projet mais rien de signé",Conducteur de travaux,False,1
True,Chaud,"Enthousiaste, a posé des questions très précises sur les délais de livraison",Conducteur de travaux,False,1
False,Chaud,"Projet résidentiel 80 unités, budget confirmé, veut nos conditions tarifaires",Conducteur de travaux,False,0
False,Froid,"Réunion téléphonique expéditive, à peine 15 minutes, pas de signal positif",Architecte,False,0
False,Froid,"N'a pas pris de notes, pas de questions, clairement pas intéressé",Chef d'agence négoce,False,0
True,Chaud,"Partenaire potentiel, budget alloué, premier achat prévu ce trimestre",Promoteur immobilier,False,1
False,Tiède,"Très satisfait de la présentation, a partagé nos docs avec son associé",Promoteur immobilier,True,0
False,Tiède,"Pas de projet concret à court terme, juste une veille marché",Conducteur de travaux,False,0
True,Chaud,"Partenaire potentiel, budget alloué, premier achat prévu ce trimestre",Architecte,True,1
False,Chaud,"Projet confirmé pour Q1, budget validé en interne, très intéressé par nos produits",Responsable achats,True,1
False,Froid,"Pas sensible à nos arguments, resté sur ses positions tout au long de l'entretien",Responsable achats,False,0
False,Froid,"Marché en pause, gel des investissements jusqu'à l'an prochain",Responsable achats,False,0
False,Froid,"Test avec un concurrent en cours, reviendra vers nous si insatisfait",Conducteur de travaux,True,0
False,Froid,"Test avec un concurrent en cours, reviendra vers nous si insatisfait",Promoteur immobilier,True,0
True,Chaud,"Chantier imminent, a demandé les fiches techniques, budget débloqué",Chef d'agence négoce,False,1
False,Tiède,Demande de documentation mais pas de projet concret à court terme,Conducteur de travaux,True,0
False,Tiède,"Compare nos prix avec Isover, attend notre contre-proposition",Conducteur de travaux,False,1
False,Tiède,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Chef d'agence négoce,True,0
False,Chaud,"Volume important prévu sur l'année, demande tarifs et conditions",Chef d'agence négoce,True,1
True,Chaud,"A déjà travaillé avec nos produits, satisfait, nouvelle commande à venir",Architecte,True,1
False,Froid,"Curieux, pose de bonnes questions, mais pas encore en phase de décision",Chef d'agence négoce,True,0
True,Chaud,"Chantier imminent, a demandé les fiches techniques, budget débloqué",Promoteur immobilier,True,1
False,Tiède,"Très intéressé par nos produits, demande un devis pour un chantier de un lot complet",Architecte,True,1
False,Tiède,"Prix trop élevé selon lui, travaille déjà avec un concurrent satisfaisant",Chef d'agence négoce,False,0
False,Tiède,"Knauf déjà présent sur ses chantiers, veut un avantage clair pour switcher",Promoteur immobilier,True,0
False,Tiède,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Architecte,True,0
False,Chaud,"Bon feeling en réunion, mais projet encore au stade de l'étude de faisabilité",Promoteur immobilier,True,1
False,Froid,"Test avec un concurrent en cours, reviendra vers nous si insatisfait",Promoteur immobilier,True,0
True,Chaud,"Très satisfait de la présentation, a partagé nos docs avec son associé",Conducteur de travaux,False,1
False,Tiède,"Projet confirmé, attend notre proposition commerciale, délai 3 semaines",Conducteur de travaux,True,1
True,Chaud,"Urgence réelle, son fournisseur habituel en rupture, cherche une solution immédiate",Conducteur de travaux,False,1
True,Chaud,"A déjà travaillé avec nos produits, satisfait, nouvelle commande à venir",Responsable achats,False,1
False,Tiède,"Réunion productive, a partagé les specs du projet mais rien de signé",Chef d'agence négoce,False,0
False,Tiède,"Prix trop élevé selon lui, travaille déjà avec un concurrent satisfaisant",Promoteur immobilier,False,0
False,Tiède,"A demandé des échantillons, projet probable mais délai incertain",Chef d'agence négoce,True,0
False,Chaud,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Chef d'agence négoce,False,0
False,Chaud,"Enthousiaste, a posé des questions très précises sur les délais de livraison",Chef d'agence négoce,True,0
False,Froid,"Réunion téléphonique expéditive, à peine 15 minutes, pas de signal positif",Conducteur de travaux,False,0
True,Tiède,"Projet 200m² confirmé, budget débloqué, veut démarrer rapidement",Chef d'agence négoce,False,1
True,Chaud,"Réunion de 90 min, très impliqué, a demandé une visite chantier",Conducteur de travaux,False,1
False,Tiède,"Projet en cours de chiffrage, reviendra vers nous dans 2-3 mois",Architecte,False,0
True,Chaud,"Chantier prévu avril, budget ok, compare encore avec Saint-Gobain",Conducteur de travaux,False,1
False,Froid,"Très intéressé par nos produits, demande un devis pour un chantier de 200m²",Conducteur de travaux,True,1
False,Froid,"Réunion productive, a partagé les specs du projet mais rien de signé",Conducteur de travaux,True,0
True,Chaud,"Knauf déjà présent sur ses chantiers, veut un avantage clair pour switcher",Promoteur immobilier,True,1
True,Tiède,"Bon contact mais la marge est serrée, veut une remise supplémentaire",Conducteur de travaux,False,1
False,Froid,"Peu réceptif, réunion courte, pas de suite prévue",Promoteur immobilier,True,0
False,Froid,"A évoqué Saint-Gobain comme référence, veut des arguments différenciants",Conducteur de travaux,False,0
True,Tiède,"Besoin de taille standard pour chantier en septembre, demande de devis immédiat",Promoteur immobilier,True,1
True,Tiède,"Chantier prévu en mars, budget ok, compare encore avec Isover",Promoteur immobilier,True,0
False,Chaud,"Chantier imminent, a demandé les fiches techniques, budget débloqué",Promoteur immobilier,True,0
False,Tiède,"A chiffré avec un concurrent 15% moins cher, demande alignement tarifaire",Conducteur de travaux,False,0
True,Chaud,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Chef d'agence négoce,True,1
False,Tiède,A demandé une proposition commerciale pour présenter en interne,Conducteur de travaux,False,0
False,Froid,"Projet reporté à une date indéterminée, pas de budget alloué actuellement",Conducteur de travaux,True,0
False,Froid,"Pas de budget disponible cette année, peut-être l'année prochaine",Conducteur de travaux,True,0
False,Froid,"Réticent au changement, processus interne trop lourd selon lui",Chef d'agence négoce,True,0
True,Chaud,"Appel entrant - il nous a contacté directement, projet en phase de lancement",Conducteur de travaux,False,1
False,Chaud,"Projet confirmé, attend notre proposition commerciale, délai fin du trimestre",Conducteur de travaux,False,1
False,Tiède,"Projet à confirmer, dépend d'un appel d'offres en cours",Chef d'agence négoce,False,0
False,Tiède,"Satisfait de son fournisseur actuel, pas motivé pour changer",Responsable achats,False,0
False,Tiède,"Bon contact mais la marge est serrée, veut une remise supplémentaire",Conducteur de travaux,True,0
False,Tiède,"Chantier annulé, plus de besoin pour le moment",Promoteur immobilier,False,0
True,Tiède,"Trouve notre offre trop chère, un concurrent proposé 15% moins cher",Architecte,False,0
True,Chaud,"Volume trop faible pour négocier, reste avec son fournisseur habituel",Chef d'agence négoce,False,0
True,Chaud,"A évoqué Saint-Gobain comme référence, veut des arguments différenciants",Architecte,True,1
False,Tiède,"Bonne réunion, ouvert à une proposition, dépend du budget annuel",Responsable achats,False,1
False,Tiède,"Bon contact mais la marge est serrée, veut une remise supplémentaire",Chef d'agence négoce,True,0
True,Tiède,"A demandé des échantillons, projet probable mais délai incertain",Conducteur de travaux,False,1
False,Tiède,"Curieux, pose de bonnes questions, mais pas encore en phase de décision",Promoteur immobilier,True,0
False,Froid,"Pas de décision possible sans accord groupe, cycle très long",Conducteur de travaux,False,0
False,Tiède,"Intéressé mais attend validation de son responsable, pas de date fixée",Chef d'agence négoce,True,0
False,Tiède,"Intéressé mais le timing ne convient pas, reviendra peut-être plus tard",Architecte,False,0
True,Chaud,"Avis défavorable du bureau d'études, difficile de convaincre",Architecte,True,0
False,Froid,"Besoin de grande envergure pour chantier en septembre, demande de devis immédiat",Architecte,True,1
False,Tiède,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Chef d'agence négoce,False,0
False,Froid,Intérêt réel mais cycle budgétaire annuel - décision prévue en septembre,Architecte,False,0
False,Tiède,"Bon feeling en réunion, mais projet encore au stade de l'étude de faisabilité",Conducteur de travaux,False,0
False,Tiède,Intérêt réel mais cycle budgétaire annuel - décision prévue en septembre,Responsable achats,False,0
False,Tiède,"Intéressé mais trouve nos prix trop élevés, compare avec Isover",Promoteur immobilier,False,0
False,Tiède,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Conducteur de travaux,False,0
True,Chaud,"Réunion très engagée, a pris des notes, veut une offre ferme cette semaine",Chef d'agence négoce,False,1
False,Froid,"Intéressé mais trouve nos prix trop élevés, compare avec Rockwool",Promoteur immobilier,True,0
False,Froid,Intérêt réel mais cycle budgétaire annuel - décision prévue en septembre,Conducteur de travaux,False,0
True,Chaud,"Deadline fin du mois, project manager sur place, décision rapide attendue",Promoteur immobilier,True,1
False,Chaud,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Chef d'agence négoce,False,0
True,Chaud,"Marché conclu avec le client final, besoin de livrer en fin du mois",Chef d'agence négoce,True,1
True,Chaud,"Commande en préparation pour un chantier moyenne importance, validation imminente",Responsable achats,False,1
False,Froid,"Volume trop faible pour négocier, reste avec son fournisseur habituel",Conducteur de travaux,True,0
False,Tiède,Trop petit volume pour justifier un changement de fournisseur selon lui,Conducteur de travaux,True,0
False,Chaud,"Chantier de 200 logements en cours, cherche un fournisseur fiable rapidement",Responsable achats,True,1
False,Froid,"A évoqué Saint-Gobain comme référence, veut des arguments différenciants",Chef d'agence négoce,False,0
True,Tiède,"Budget signé, commande probable d'ici fin du mois, très motivé",Chef d'agence négoce,False,1
False,Froid,"Skeptique sur la performance, veut voir des résultats de tests d'abord",Responsable achats,False,0
False,Froid,"Intéressé mais trouve nos prix trop élevés, compare avec Knauf",Architecte,False,0
True,Tiède,"Projet en attente de validation du maître d'ouvrage, nous recontactera",Promoteur immobilier,True,1
False,Froid,"Knauf déjà présent sur ses chantiers, veut un avantage clair pour switcher",Chef d'agence négoce,False,0
False,Froid,"Knauf déjà présent sur ses chantiers, veut un avantage clair pour switcher",Conducteur de travaux,True,0
False,Froid,"Pas de décision possible sans accord groupe, cycle très long",Responsable achats,True,0
False,Froid,"Budget non validé par la direction, projet gelé indéfiniment",Promoteur immobilier,True,0
False,Froid,"Projet reporté à une date indéterminée, pas de budget alloué actuellement",Chef d'agence négoce,True,0
False,Froid,"Sensible au rapport qualité/prix, attend un geste commercial pour avancer",Architecte,True,0
False,Tiède,"A posé des questions techniques, compare plusieurs fournisseurs, pas pressé",Conducteur de travaux,False,1
True,Chaud,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Responsable achats,False,1
False,Froid,"A chiffré avec un concurrent 15% moins cher, demande alignement tarifaire",Architecte,False,0
False,Froid,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Responsable achats,False,0
False,Froid,"A évoqué Saint-Gobain comme référence, veut des arguments différenciants",Conducteur de travaux,False,0
False,Tiède,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Chef d'agence négoce,False,1
False,Froid,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Promoteur immobilier,False,0
True,Tiède,"Projet validé par la direction, attend notre offre technique et commerciale",Promoteur immobilier,True,1
True,Chaud,"Réunion très engagée, a pris des notes, veut une offre ferme cette semaine",Promoteur immobilier,True,1
False,Tiède,"Chantier prévu avril, budget ok, compare encore avec Saint-Gobain",Promoteur immobilier,False,1
True,Tiède,"Veut voir une réf chantier avant de s'engager, à organiser une visite",Promoteur immobilier,False,1
True,Chaud,"Volume important prévu sur l'année, demande tarifs et conditions",Architecte,True,1
False,Froid,"Pas de budget disponible cette année, peut-être l'année prochaine",Responsable achats,False,0
True,Tiède,"Projet en cours de chiffrage, reviendra vers nous dans 2-3 mois",Chef d'agence négoce,True,0
True,Chaud,"Budget signé, commande probable d'ici la semaine prochaine, très motivé",Responsable achats,True,1
False,Froid,"Responsable très impliqué, veut avancer vite, budget confirmed",Chef d'agence négoce,False,1
False,Froid,"Pas de projet concret à court terme, juste une veille marché",Promoteur immobilier,True,0
False,Tiède,"Pas de budget disponible cette année, peut-être l'année prochaine",Architecte,True,0
False,Tiède,"Prix trop élevé selon lui, travaille déjà avec un concurrent satisfaisant",Architecte,True,0
False,Froid,"Volume trop faible pour négocier, reste avec son fournisseur habituel",Promoteur immobilier,True,0
False,Froid,"Intéressé mais trouve nos prix trop élevés, compare avec Rockwool",Chef d'agence négoce,False,0
False,Froid,"Référencement en cours, premier chantier prévu en novembre, volume 500m²",Promoteur immobilier,True,1
False,Tiède,"Sous contrat cadre avec un concurrent, difficile de rentrer à court terme",Responsable achats,False,0
False,Chaud,"Curieux, pose de bonnes questions, mais pas encore en phase de décision",Chef d'agence négoce,False,0
True,Chaud,"Réunion de 90 min, très impliqué, a demandé une visite chantier",Promoteur immobilier,False,1
True,Tiède,"Projet confirmé, attend notre proposition commerciale, délai 3 semaines",Architecte,False,1
True,Chaud,"Veut un devis rapide pour un projet de taille standard, budget disponible",Responsable achats,False,1
False,Tiède,"A chiffré avec un concurrent 15% moins cher, demande alignement tarifaire",Responsable achats,True,1
True,Tiède,"Curieux, pose de bonnes questions, mais pas encore en phase de décision",Promoteur immobilier,False,1
False,Tiède,"Trouve notre offre trop chère, Isover proposé 15% moins cher",Responsable achats,True,0
False,Froid,"Travaille déjà avec Rockwool, fidèle mais ouvert à tester sur un petit chantier",Promoteur immobilier,False,0
False,Froid,"A posé des questions techniques, compare plusieurs fournisseurs, pas pressé",Chef d'agence négoce,True,0
False,Chaud,"Enthousiaste, a posé des questions très précises sur les délais de livraison",Chef d'agence négoce,False,1
True,Tiède,"Bonne réunion, ouvert à une proposition, dépend du budget annuel",Chef d'agence négoce,False,0
False,Tiède,"Chantier 1000m² à venir, souhaite un partenariat durable avec nous",Promoteur immobilier,True,1
False,Tiède,"Processus d'achat centralisé, décision pas entre ses mains",Conducteur de travaux,False,0
True,Chaud,"Chantier de 200 logements en cours, cherche un fournisseur fiable rapidement",Architecte,True,1
True,Tiède,"Chantier en cours, satisfait de notre produit, commande complémentaire prévue",Architecte,False,1
False,Tiède,"Connaît la marque de réputation, veut voir des références de chantiers similaires",Chef d'agence négoce,True,0
True,Chaud,"Urgence réelle, son fournisseur habituel en rupture, cherche une solution immédiate",Responsable achats,False,0
False,Froid,"Projet en attente de financement, aucune date de réalisation prévue",Promoteur immobilier,True,0
False,Froid,Demande de documentation mais pas de projet concret à court terme,Promoteur immobilier,False,0
False,Tiède,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Conducteur de travaux,False,0
False,Froid,"Bonne réunion, ouvert à une proposition, dépend du budget annuel",Promoteur immobilier,False,0
True,Tiède,"A mentionné un projet pour le second semestre, pas de budget encore validé",Promoteur immobilier,False,1
False,Froid,"Réticent au changement, processus interne trop lourd selon lui",Promoteur immobilier,False,0
False,Tiède,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Chef d'agence négoce,True,1
True,Chaud,"Réunion productive, a partagé les specs du projet mais rien de signé",Architecte,True,0
False,Tiède,"Projet reporté à une date indéterminée, pas de budget alloué actuellement",Responsable achats,True,0
False,Froid,"Sensible au service, moins au prix, à convaincre sur notre SAV",Responsable achats,True,1
False,Tiède,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Chef d'agence négoce,False,0
False,Tiède,Pas de décision avant le prochain comité de direction en novembre,Conducteur de travaux,False,0
False,Froid,"Réticent au changement, processus interne trop lourd selon lui",Chef d'agence négoce,False,0
False,Froid,"Pas de projet signé, en phase de prospection pour lui-même",Conducteur de travaux,False,0
False,Froid,"Sensible au rapport qualité/prix, attend un geste commercial pour avancer",Conducteur de travaux,True,0
True,Chaud,"Chef de projet enthousiaste, demande un chiffrage rapide pour validation",Architecte,True,1
True,Tiède,Demande de documentation mais pas de projet concret à court terme,Conducteur de travaux,False,0
False,Froid,"Sensible au rapport qualité/prix, attend un geste commercial pour avancer",Promoteur immobilier,False,0
False,Tiède,"Intéressé mais le timing ne convient pas, reviendra peut-être plus tard",Responsable achats,True,0
False,Chaud,"Skeptique sur la performance, veut voir des résultats de tests d'abord",Promoteur immobilier,False,0
False,Tiède,"A demandé des échantillons, projet probable mais délai incertain",Architecte,True,0
False,Froid,"Peu réceptif, réunion courte, pas de suite prévue",Promoteur immobilier,True,0
True,Tiède,"A raccourci la réunion, peu d'engagement, pas de suite annoncée",Chef d'agence négoce,True,1
False,Chaud,"Commande test de 50 unités envisagée, veut valider la qualité avant volume",Architecte,False,0
False,Froid,"Pas de projet signé, en phase de prospection pour lui-même",Chef d'agence négoce,False,0
True,Chaud,"Client actif, référencement en cours, commande test validée",Conducteur de travaux,False,1
False,Chaud,"Réticent au changement, processus interne trop lourd selon lui",Conducteur de travaux,True,0
True,Chaud,"Chantier imminent, a demandé les fiches techniques, budget débloqué",Architecte,False,1
True,Chaud,"Demande de devis pour taille standard de matériaux, livraison souhaitée avant novembre",Chef d'agence négoce,True,1
True,Tiède,"Veut comparer avec 2 autres fournisseurs avant de décider, à relancer dans 6 semaines",Conducteur de travaux,True,0
True,Chaud,"Budget annuel disponible, cherche à référencer un nouveau fournisseur rapidement",Promoteur immobilier,True,1
True,Chaud,"Chantier de 200 logements en cours, cherche un fournisseur fiable rapidement",Conducteur de travaux,False,1
True,Chaud,"Nouveau chantier démarré, besoin urgent de matériaux, budget OK",Promoteur immobilier,True,1
False,Tiède,A demandé une proposition commerciale pour présenter en interne,Responsable achats,True,1
True,Chaud,"Projet confirmé, attend notre proposition commerciale, délai 3 semaines",Promoteur immobilier,False,1
False,Tiède,"Bon contact mais la marge est serrée, veut une remise supplémentaire",Promoteur immobilier,True,0
False,Froid,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Architecte,False,0
False,Froid,"Très intéressé par nos produits, demande un devis pour un chantier de 200m²",Promoteur immobilier,False,1
False,Chaud,"Chantier prévu avril, budget ok, compare encore avec Saint-Gobain",Architecte,True,0
True,Chaud,"Projet en attente de validation du maître d'ouvrage, nous recontactera",Responsable achats,True,1
False,Froid,"A déjà travaillé avec nos produits, satisfait, nouvelle commande à venir",Responsable achats,False,1
False,Froid,"A raccourci la réunion, peu d'engagement, pas de suite annoncée",Responsable achats,True,0
False,Tiède,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Conducteur de travaux,False,1
False,Froid,"Pas de projet à court terme, juste en phase d'information",Conducteur de travaux,True,0
False,Chaud,"Sensible au service, moins au prix, à convaincre sur notre SAV",Responsable achats,True,0
False,Tiède,"Intéressé mais prix au-dessus de son budget initial, cherche à négocier",Architecte,True,0
False,Tiède,"Veut comparer avec 2 autres fournisseurs avant de décider, à relancer dans 6 semaines",Chef d'agence négoce,True,1
False,Froid,"Chantier prévu en avril, budget ok, compare encore avec Saint-Gobain",Architecte,False,0
True,Chaud,"Chantier de 200 logements en cours, cherche un fournisseur fiable rapidement",Architecte,True,1
True,Froid,"Pas de projet signé, en phase de prospection pour lui-même",Responsable achats,False,0
False,Chaud,"Chantier de 200 logements en cours, cherche un fournisseur fiable rapidement",Architecte,True,1
False,Froid,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Promoteur immobilier,False,0
False,Froid,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Architecte,True,0
False,Tiède,"Marché en pause, gel des investissements jusqu'à l'an prochain",Responsable achats,True,0
True,Tiède,"A demandé un rendez-vous de suivi dans 1 mois, pas de décision avant",Chef d'agence négoce,False,1
True,Chaud,"Besoin de un lot complet pour chantier en mars, demande de devis immédiat",Chef d'agence négoce,False,1
False,Chaud,"A visité notre showroom, commande test envisagée dès la semaine prochaine",Responsable achats,True,1
False,Froid,Trop petit volume pour justifier un changement de fournisseur selon lui,Promoteur immobilier,False,0
True,Chaud,"Demande de devis pour 500m² de matériaux, livraison souhaitée avant mai",Conducteur de travaux,True,1
False,Froid,"Convoqué par son N+1, pas décideur, ne peut rien valider",Promoteur immobilier,True,0
False,Chaud,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Conducteur de travaux,True,1
False,Froid,"Prix trop élevé selon lui, travaille déjà avec un concurrent satisfaisant",Conducteur de travaux,False,0
False,Tiède,"Bonne réunion, ouvert à une proposition, dépend du budget annuel",Responsable achats,False,0
False,Froid,"Peu réceptif, réunion courte, pas de suite prévue",Conducteur de travaux,False,1
False,Chaud,"Projet signé avec le maître d'ouvrage, prescrit nos produits dans les plans",Chef d'agence négoce,True,1
True,Tiède,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Promoteur immobilier,True,1
True,Tiède,"Partenaire potentiel, budget alloué, premier achat prévu ce trimestre",Responsable achats,False,1
False,Chaud,"Deadline fin du mois, project manager sur place, décision rapide attendue",Conducteur de travaux,False,0
False,Tiède,"A chiffré avec un concurrent 15% moins cher, demande alignement tarifaire",Responsable achats,True,0
False,Froid,"Projet en stand-by, décision reportée, pas d'urgence",Conducteur de travaux,False,0
True,Chaud,"Responsable très impliqué, veut avancer vite, budget confirmed",Conducteur de travaux,False,1
True,Chaud,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Responsable achats,False,1
False,Froid,Trop petit volume pour justifier un changement de fournisseur selon lui,Conducteur de travaux,True,0
False,Froid,"Volume trop faible pour négocier, reste avec son fournisseur habituel",Promoteur immobilier,False,0
False,Froid,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Chef d'agence négoce,False,0
False,Froid,"Très attaché à son fournisseur actuel, pas ouvert à un changement",Architecte,True,0
False,Chaud,Trop petit volume pour justifier un changement de fournisseur selon lui,Promoteur immobilier,True,0
False,Tiède,"Réunion informative, pas d'engagement, veut comparer les options",Architecte,False,0
True,Chaud,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Responsable achats,False,1
False,Froid,"Intéressé mais trouve nos prix trop élevés, compare avec Knauf",Responsable achats,False,0
False,Tiède,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Responsable achats,False,1
False,Tiède,"Curieux, pose de bonnes questions, mais pas encore en phase de décision",Conducteur de travaux,True,1
False,Froid,"Budget non validé par la direction, projet gelé indéfiniment",Promoteur immobilier,True,0
True,Chaud,"Budget signé, commande probable d'ici 3 semaines, très motivé",Chef d'agence négoce,False,1
False,Froid,"Chef de projet enthousiaste, demande un chiffrage rapide pour validation",Promoteur immobilier,False,1
False,Froid,"Curieux, pose de bonnes questions, mais pas encore en phase de décision",Architecte,False,0
True,Chaud,"A évoqué Saint-Gobain comme référence, veut des arguments différenciants",Promoteur immobilier,False,1
False,Tiède,"Ouvert à travailler avec nous sur un prochain chantier, pas d'urgence immédiate",Conducteur de travaux,True,1
True,Chaud,"Référencement en cours, premier chantier prévu en avril, volume moyenne importance",Promoteur immobilier,False,1
True,Tiède,"Prix trop élevé selon lui, travaille déjà avec un concurrent satisfaisant",Responsable achats,True,0
